name,value,year,lastValue,rank,tid
Evan Fournier,4.54,2022-04-29,4.54,4,#f46e24
Olivier Sarr,3.05,2022-04-29,3.05,5,#0472cc
Théo Maledon,2.56,2022-04-29,2.56,6,#0472cc
Timothe Luwawu-Cabarrot,1.37,2022-04-29,1.37,7,#cc062c
Killian Tillie,0.91,2022-04-29,0.91,8,#7c9abc
Petr Cornelie,0.29,2022-04-29,0.29,9,#fcc624
Joel Ayayi,0.26,2022-04-29,0.26,10,#041e44
Rudy Gobert,11.64,2022-04-30,11.64,1,#244e34
Jaylen Hoard,8.24,2022-04-30,8.24,2,#0472cc
Nicolas Batum,4.89,2022-04-30,4.89,3,#0446ac
Evan Fournier,4.54,2022-04-30,4.54,4,#f46e24
Olivier Sarr,3.05,2022-04-30,3.05,5,#0472cc
Théo Maledon,2.56,2022-04-30,2.56,6,#0472cc
Timothe Luwawu-Cabarrot,1.37,2022-04-30,1.37,7,#cc062c
Killian Tillie,0.91,2022-04-30,0.91,8,#7c9abc
Petr Cornelie,0.29,2022-04-30,0.29,9,#fcc624
Joel Ayayi,0.26,2022-04-30,0.26,10,#041e44
Rudy Gobert,11.64,2022-05-01,11.64,1,#244e34
Jaylen Hoard,8.24,2022-05-01,8.24,2,#0472cc
Nicolas Batum,4.89,2022-05-01,4.89,3,#0446ac
Evan Fournier,4.54,2022-05-01,4.54,4,#f46e24
Olivier Sarr,3.05,2022-05-01,3.05,5,#0472cc
Théo Maledon,2.56,2022-05-01,2.56,6,#0472cc
Timothe Luwawu-Cabarrot,1.37,2022-05-01,1.37,7,#cc062c
Killian Tillie,0.91,2022-05-01,0.91,8,#7c9abc
Petr Cornelie,0.29,2022-05-01,0.29,9,#fcc624
Joel Ayayi,0.26,2022-05-01,0.26,10,#041e44
Rudy Gobert,11.64,2022-05-02,11.64,1,#244e34
Jaylen Hoard,8.24,2022-05-02,8.24,2,#0472cc
Nicolas Batum,4.89,2022-05-02,4.89,3,#0446ac
Evan Fournier,4.54,2022-05-02,4.54,4,#f46e24
Olivier Sarr,3.05,2022-05-02,3.05,5,#0472cc
Théo Maledon,2.56,2022-05-02,2.56,6,#0472cc
Timothe Luwawu-Cabarrot,1.37,2022-05-02,1.37,7,#cc062c
Killian Tillie,0.91,2022-05-02,0.91,8,#7c9abc
Petr Cornelie,0.29,2022-05-02,0.29,9,#fcc624
Joel Ayayi,0.26,2022-05-02,0.26,10,#041e44
Rudy Gobert,11.64,2022-05-03,11.64,1,#244e34
Jaylen Hoard,8.24,2022-05-03,8.24,2,#0472cc
Nicolas Batum,4.89,2022-05-03,4.89,3,#0446ac
Evan Fournier,4.54,2022-05-03,4.54,4,#f46e24
Olivier Sarr,3.05,2022-05-03,3.05,5,#0472cc
Théo Maledon,2.56,2022-05-03,2.56,6,#0472cc
Timothe Luwawu-Cabarrot,1.37,2022-05-03,1.37,7,#cc062c
Killian Tillie,0.91,2022-05-03,0.91,8,#7c9abc
Petr Cornelie,0.29,2022-05-03,0.29,9,#fcc624
Joel Ayayi,0.26,2022-05-03,0.26,10,#041e44
Rudy Gobert,11.64,2022-05-04,11.64,1,#244e34
Jaylen Hoard,8.24,2022-05-04,8.24,2,#0472cc
Nicolas Batum,4.89,2022-05-04,4.89,3,#0446ac
Evan Fournier,4.54,2022-05-04,4.54,4,#f46e24
Olivier Sarr,3.05,2022-05-04,3.05,5,#0472cc
Théo Maledon,2.56,2022-05-04,2.56,6,#0472cc
Timothe Luwawu-Cabarrot,1.37,2022-05-04,1.37,7,#cc062c
Killian Tillie,0.91,2022-05-04,0.91,8,#7c9abc
Petr Cornelie,0.29,2022-05-04,0.29,9,#fcc624
Joel Ayayi,0.26,2022-05-04,0.26,10,#041e44
